3	polyAll-tst/img_00001.png
8	polyAll-tst/img_00002.png
5	polyAll-tst/img_00003.png
8	polyAll-tst/img_00004.png
4	polyAll-tst/img_00005.png
5	polyAll-tst/img_00006.png
7	polyAll-tst/img_00007.png
8	polyAll-tst/img_00008.png
10	polyAll-tst/img_00009.png
8	polyAll-tst/img_00010.png
5	polyAll-tst/img_00011.png
9	polyAll-tst/img_00012.png
9	polyAll-tst/img_00013.png
6	polyAll-tst/img_00014.png
7	polyAll-tst/img_00015.png
3	polyAll-tst/img_00016.png
10	polyAll-tst/img_00017.png
3	polyAll-tst/img_00018.png
4	polyAll-tst/img_00019.png
10	polyAll-tst/img_00020.png
10	polyAll-tst/img_00021.png
5	polyAll-tst/img_00022.png
10	polyAll-tst/img_00023.png
9	polyAll-tst/img_00024.png
8	polyAll-tst/img_00025.png
7	polyAll-tst/img_00026.png
8	polyAll-tst/img_00027.png
7	polyAll-tst/img_00028.png
7	polyAll-tst/img_00029.png
9	polyAll-tst/img_00030.png
3	polyAll-tst/img_00031.png
7	polyAll-tst/img_00032.png
6	polyAll-tst/img_00033.png
4	polyAll-tst/img_00034.png
7	polyAll-tst/img_00035.png
7	polyAll-tst/img_00036.png
8	polyAll-tst/img_00037.png
9	polyAll-tst/img_00038.png
8	polyAll-tst/img_00039.png
4	polyAll-tst/img_00040.png
4	polyAll-tst/img_00041.png
9	polyAll-tst/img_00042.png
8	polyAll-tst/img_00043.png
5	polyAll-tst/img_00044.png
3	polyAll-tst/img_00045.png
5	polyAll-tst/img_00046.png
8	polyAll-tst/img_00047.png
7	polyAll-tst/img_00048.png
7	polyAll-tst/img_00049.png
10	polyAll-tst/img_00050.png
3	polyAll-tst/img_00051.png
4	polyAll-tst/img_00052.png
7	polyAll-tst/img_00053.png
5	polyAll-tst/img_00054.png
5	polyAll-tst/img_00055.png
8	polyAll-tst/img_00056.png
6	polyAll-tst/img_00057.png
7	polyAll-tst/img_00058.png
5	polyAll-tst/img_00059.png
3	polyAll-tst/img_00060.png
5	polyAll-tst/img_00061.png
4	polyAll-tst/img_00062.png
9	polyAll-tst/img_00063.png
8	polyAll-tst/img_00064.png
5	polyAll-tst/img_00065.png
4	polyAll-tst/img_00066.png
9	polyAll-tst/img_00067.png
4	polyAll-tst/img_00068.png
7	polyAll-tst/img_00069.png
8	polyAll-tst/img_00070.png
6	polyAll-tst/img_00071.png
6	polyAll-tst/img_00072.png
8	polyAll-tst/img_00073.png
3	polyAll-tst/img_00074.png
8	polyAll-tst/img_00075.png
7	polyAll-tst/img_00076.png
7	polyAll-tst/img_00077.png
3	polyAll-tst/img_00078.png
4	polyAll-tst/img_00079.png
6	polyAll-tst/img_00080.png
4	polyAll-tst/img_00081.png
10	polyAll-tst/img_00082.png
6	polyAll-tst/img_00083.png
7	polyAll-tst/img_00084.png
5	polyAll-tst/img_00085.png
10	polyAll-tst/img_00086.png
4	polyAll-tst/img_00087.png
8	polyAll-tst/img_00088.png
7	polyAll-tst/img_00089.png
8	polyAll-tst/img_00090.png
7	polyAll-tst/img_00091.png
7	polyAll-tst/img_00092.png
4	polyAll-tst/img_00093.png
6	polyAll-tst/img_00094.png
5	polyAll-tst/img_00095.png
7	polyAll-tst/img_00096.png
9	polyAll-tst/img_00097.png
3	polyAll-tst/img_00098.png
9	polyAll-tst/img_00099.png
4	polyAll-tst/img_00100.png
4	polyAll-tst/img_00101.png
9	polyAll-tst/img_00102.png
3	polyAll-tst/img_00103.png
5	polyAll-tst/img_00104.png
10	polyAll-tst/img_00105.png
8	polyAll-tst/img_00106.png
10	polyAll-tst/img_00107.png
8	polyAll-tst/img_00108.png
8	polyAll-tst/img_00109.png
8	polyAll-tst/img_00110.png
3	polyAll-tst/img_00111.png
9	polyAll-tst/img_00112.png
10	polyAll-tst/img_00113.png
5	polyAll-tst/img_00114.png
5	polyAll-tst/img_00115.png
8	polyAll-tst/img_00116.png
10	polyAll-tst/img_00117.png
9	polyAll-tst/img_00118.png
7	polyAll-tst/img_00119.png
8	polyAll-tst/img_00120.png
4	polyAll-tst/img_00121.png
5	polyAll-tst/img_00122.png
10	polyAll-tst/img_00123.png
4	polyAll-tst/img_00124.png
8	polyAll-tst/img_00125.png
3	polyAll-tst/img_00126.png
5	polyAll-tst/img_00127.png
4	polyAll-tst/img_00128.png
9	polyAll-tst/img_00129.png
10	polyAll-tst/img_00130.png
5	polyAll-tst/img_00131.png
9	polyAll-tst/img_00132.png
